City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Cabo San Lucas,MX,2021-12-04 17:23:28,22.8909,-109.9124,28.62,66,20,1.34
294,Carolina,PR,2021-12-04 17:26:22,18.3808,-65.9574,31.11,73,40,6.69
295,Mtwara,TZ,2021-12-04 17:26:22,-10.2667,40.1833,27.01,76,61,4.95
296,Ust-Kulom,RU,2021-12-04 17:26:22,61.6864,53.6902,-13.51,95,100,3.21
297,Saveh,IR,2021-12-04 17:26:22,35.0213,50.3566,9.71,50,70,0.34
298,Ikalamavony,MG,2021-12-04 17:26:23,-21.15,46.5833,24.91,60,62,4.11
299,Kahului,US,2021-12-04 17:26:23,20.8947,-156.47,18.59,91,40,2.57
300,Hovd,MN,2021-12-04 17:26:23,48.0056,91.6419,-6.85,61,0,0.6
301,San Quintin,MX,2021-12-04 17:26:24,30.4833,-115.95,17.14,74,93,3.56
302,Basco,PH,2021-12-04 17:26:24,20.4487,121.9702,23.0,63,100,11.26
303,Kaoma,ZM,2021-12-04 17:26:24,-14.7833,24.8,29.64,24,72,1.85
304,Karla,EE,2021-12-04 17:26:24,59.3723,24.9275,-3.3,91,90,3.6
305,Menongue,AO,2021-12-04 17:26:25,-14.6585,17.691,18.76,92,98,2.87
306,Mercedes,AR,2021-12-04 17:26:25,-34.6515,-59.4307,27.7,53,100,2.27
307,Shaunavon,CA,2021-12-04 17:26:25,49.6501,-108.4181,-4.12,62,100,6.6
308,Sechura,PE,2021-12-04 17:26:26,-5.5569,-80.8222,24.81,57,97,4.45
309,Tura,IN,2021-12-04 17:26:26,25.5198,90.2201,18.44,81,99,1.01
310,Nanortalik,GL,2021-12-04 17:26:26,60.1432,-45.2371,2.95,76,100,11.07
311,San-Pedro,CI,2021-12-04 17:26:26,4.7485,-6.6363,28.24,72,38,3.27
312,Bay Roberts,CA,2021-12-04 17:26:27,47.5999,-53.2648,1.25,47,86,5.81
313,Tacna,PE,2021-12-04 17:26:27,-18.0056,-70.2483,23.11,50,0,5.14
314,Saint-Augustin,CA,2021-12-04 17:25:25,51.226,-58.6502,-6.36,56,26,10.44
315,Lagoa,PT,2021-12-04 17:26:27,39.05,-27.9833,17.76,84,37,5.95
316,Pangnirtung,CA,2021-12-04 17:26:28,66.1451,-65.7125,-8.0,79,75,1.03
317,Lata,PT,2021-12-04 17:26:28,40.1629,-8.3327,13.36,90,49,2.67
318,Rize,TR,2021-12-04 17:23:34,40.9044,40.8949,0.05,44,52,4.9
319,Sur,OM,2021-12-04 17:26:28,22.5667,59.5289,23.7,59,0,1.37
320,Quatre Cocos,MU,2021-12-04 17:26:29,-20.2078,57.7625,26.16,73,6,5.26
321,Coquimbo,CL,2021-12-04 17:26:29,-29.9533,-71.3436,17.85,72,20,7.2
322,Saint-Francois,FR,2021-12-04 17:26:16,46.4154,3.9054,6.38,87,90,5.14
323,Faya,SA,2021-12-04 17:26:29,18.3851,42.4509,15.06,36,3,1.88
324,Port Lincoln,AU,2021-12-04 17:26:30,-34.7333,135.8667,14.1,80,61,5.13
325,Groningen,NL,2021-12-04 17:26:30,53.25,6.75,5.58,96,90,0.89
326,Katobu,ID,2021-12-04 17:26:30,-4.9408,122.5276,24.36,89,100,0.83
327,Mpika,ZM,2021-12-04 17:26:30,-11.8343,31.4529,23.81,29,4,1.8
328,Walvis Bay,NA,2021-12-04 17:27:31,-22.9575,14.5053,18.38,68,0,8.96
329,Ishigaki,JP,2021-12-04 17:27:31,24.3448,124.1572,20.5,63,100,8.38
330,Ahipara,NZ,2021-12-04 17:27:31,-35.1667,173.1667,18.52,91,100,3.81
331,Kurumkan,RU,2021-12-04 17:27:32,54.3,110.3,-9.41,93,64,2.06
332,Anastacio,BR,2021-12-04 17:27:32,-20.4836,-55.8069,36.03,34,59,2.64
333,Ketchikan,US,2021-12-04 17:23:38,55.3422,-131.6461,-2.74,93,20,2.57
334,Garachine,PA,2021-12-04 17:23:07,8.0647,-78.3628,28.43,76,92,1.46
335,Murray Bridge,AU,2021-12-04 17:27:32,-35.1167,139.2667,14.71,92,1,3.21
336,Geraldton,AU,2021-12-04 17:27:33,-28.7667,114.6,19.23,72,0,3.6
337,Ambo,PE,2021-12-04 17:27:33,-10.1308,-76.2047,23.68,55,97,3.63
338,Shimoda,JP,2021-12-04 17:27:33,34.6667,138.95,6.17,63,31,5.72
339,Tazovskiy,RU,2021-12-04 17:27:33,67.4667,78.7,-33.86,99,20,2.99
340,Kismayo,SO,2021-12-04 17:27:34,-0.3582,42.5454,26.94,73,17,4.85
341,Narsaq,GL,2021-12-04 17:27:34,60.9167,-46.05,3.12,67,100,7.45
342,Tecoanapa,MX,2021-12-04 17:27:34,16.5167,-98.75,28.99,55,11,1.81
343,West Chester,US,2021-12-04 17:27:17,39.9607,-75.6055,9.72,61,1,0.45
344,Mogok,MM,2021-12-04 17:27:35,22.9167,96.5,14.04,88,73,0.84
345,Portland,US,2021-12-04 17:27:21,45.5234,-122.6762,8.75,93,90,0.89
346,Norman Wells,CA,2021-12-04 17:27:35,65.282,-126.8329,-39.98,67,20,1.03
347,Halifax,CA,2021-12-04 17:23:49,44.6453,-63.5724,0.0,55,31,2.24
348,Xuddur,SO,2021-12-04 17:25:17,4.1213,43.8894,27.07,39,7,3.39
349,La Libertad,EC,2021-12-04 17:27:36,-2.2333,-80.9,23.81,73,75,4.12
350,Tateyama,JP,2021-12-04 17:27:36,34.9833,139.8667,9.01,57,0,8.02
351,Fort Nelson,CA,2021-12-04 17:23:20,58.8053,-122.7002,-28.23,76,90,1.03
352,Ikwiriri,TZ,2021-12-04 17:27:36,-7.9562,38.9716,24.64,82,82,2.16
353,Heihe,CN,2021-12-04 17:27:37,50.2441,127.4902,-14.68,93,17,3.36
354,Balakhninskiy,RU,2021-12-04 17:27:37,58.0106,114.2769,-3.08,93,100,4.17
355,Mecca,SA,2021-12-04 17:24:05,21.4267,39.8261,24.67,63,0,2.32
356,North Bend,US,2021-12-04 17:27:37,43.4065,-124.2243,10.48,96,90,3.6
357,Pihuamo,MX,2021-12-04 17:27:38,19.2499,-103.3828,24.94,38,10,0.79
358,Trojes,AL,2021-12-04 17:27:38,41.756,19.962,7.27,90,95,0.43
359,Pathein,MM,2021-12-04 17:27:38,16.7833,94.7333,22.6,82,20,1.54
360,Sao Jose Da Coroa Grande,BR,2021-12-04 17:27:38,-8.8978,-35.1478,28.62,70,71,4.82
361,Soe,ID,2021-12-04 17:23:39,-9.8607,124.284,20.12,84,100,1.25
362,Alofi,NU,2021-12-04 17:27:39,-19.0595,-169.9187,23.94,94,100,3.09
363,Chichihualco,MX,2021-12-04 17:27:39,17.6833,-99.65,24.47,36,2,1.98
364,Eyl,SO,2021-12-04 17:27:39,7.9803,49.8164,25.82,69,9,9.76
365,Mahebourg,MU,2021-12-04 17:27:40,-20.4081,57.7,26.25,83,20,3.09
366,Mutsu,JP,2021-12-04 17:27:40,41.2894,141.2169,-0.99,100,75,1.54
367,Bobon,PH,2021-12-04 17:27:40,12.5246,124.5636,24.52,84,88,7.31
368,Yomou,GN,2021-12-04 17:27:40,7.5603,-9.2653,31.82,39,96,1.61
369,Lazaro Cardenas,MX,2021-12-04 17:27:41,17.9583,-102.2,28.14,63,57,0.9
370,Chegdomyn,RU,2021-12-04 17:27:41,51.1167,133.0167,-21.3,94,97,0.11
371,Praya,CV,2021-12-04 17:27:41,14.9215,-23.5087,25.3,69,100,9.77
372,Kasongo-Lunda,CD,2021-12-04 17:27:42,-6.4667,16.8167,23.82,89,79,1.28
373,Port Hardy,CA,2021-12-04 17:28:42,50.6996,-127.4199,3.2,93,75,2.06
374,Saint George,US,2021-12-04 17:28:42,37.1041,-113.5841,15.75,45,1,1.54
375,Avera,US,2021-12-04 17:28:43,33.194,-82.5271,21.91,54,89,4.05
376,Guerrero Negro,MX,2021-12-04 17:28:43,27.9769,-114.0611,19.25,68,96,3.79
377,Kushmurun,KZ,2021-12-04 17:28:43,52.4503,64.6311,-0.45,94,100,5.28
378,San Joaquin,US,2021-12-04 17:28:43,37.9333,-121.3011,12.38,100,90,0.0
379,Bethel,US,2021-12-04 17:28:44,41.3712,-73.414,8.73,59,90,0.89
380,Peto,MX,2021-12-04 17:28:44,20.1333,-88.9167,29.27,46,2,1.55
381,Hurbanovo,SK,2021-12-04 17:28:44,47.8698,18.1923,1.19,68,99,4.02
382,Kupang,ID,2021-12-04 17:28:44,-10.1667,123.5833,27.0,79,100,2.15
383,Phan Thiet,VN,2021-12-04 17:28:45,10.9333,108.1,20.88,82,79,2.52
384,Sredniy Ikorets,RU,2021-12-04 17:28:45,51.0675,39.7584,-0.09,80,100,2.28
385,San Ramon De La Nueva Oran,AR,2021-12-04 17:28:45,-23.1322,-64.326,25.24,95,100,0.61
386,Pasinler,TR,2021-12-04 17:28:46,39.9803,41.6764,-11.45,63,5,0.86
387,Kirakira,SB,2021-12-04 17:28:46,-10.4544,161.9205,25.92,83,64,0.77
388,San Juan,AR,2021-12-04 17:28:46,-31.5375,-68.5364,20.24,60,97,4.74
389,Oksfjord,NO,2021-12-04 17:27:46,70.2396,22.3479,-7.49,85,4,4.35
390,Yuancheng,CN,2021-12-04 17:28:47,36.652,107.7896,0.49,24,0,1.46
391,Zaozerne,UA,2021-12-04 17:28:47,45.1582,33.2787,11.08,92,100,6.89
392,Usinsk,RU,2021-12-04 17:28:47,65.9939,57.5281,-25.3,91,9,6.22
393,Belaya Gora,RU,2021-12-04 17:28:48,68.5333,146.4167,-39.7,100,63,0.17
394,Karratha,AU,2021-12-04 17:26:28,-20.7377,116.8463,30.98,38,21,6.88
395,Dingle,PH,2021-12-04 17:28:48,10.9995,122.6711,22.06,91,89,3.86
396,Qui Nhon,VN,2021-12-04 17:28:48,13.7667,109.2333,20.4,76,100,7.71
397,Kalmunai,LK,2021-12-04 17:28:48,7.4167,81.8167,26.08,83,43,2.11
398,Luwuk,ID,2021-12-04 17:28:49,-0.9516,122.7875,25.8,86,100,0.91
399,Matara,LK,2021-12-04 17:28:49,5.9485,80.5353,25.23,88,45,1.84
400,Waingapu,ID,2021-12-04 17:28:50,-9.6567,120.2641,27.45,75,100,2.45
401,Nsanje,MW,2021-12-04 17:28:50,-16.92,35.262,34.17,31,90,4.9
402,Cayenne,GF,2021-12-04 17:28:50,4.9333,-52.3333,25.02,91,75,1.79
403,Bilibino,RU,2021-12-04 17:28:50,68.0546,166.4372,-38.93,100,99,2.01
404,Havoysund,NO,2021-12-04 17:28:51,70.9963,24.6622,-7.51,86,27,6.81
405,Sao Filipe,CV,2021-12-04 17:26:49,14.8961,-24.4956,25.05,69,95,4.19
406,Boyolangu,ID,2021-12-04 17:28:51,-8.1181,111.8935,24.41,92,100,1.65
407,Machiques,VE,2021-12-04 17:28:51,10.0644,-72.545,32.3,51,80,4.08
408,Porto Nacional,BR,2021-12-04 17:28:52,-10.7081,-48.4172,25.0,74,100,1.91
409,Develi,TR,2021-12-04 17:28:52,38.3906,35.4922,3.64,56,100,1.86
410,Lodja,CD,2021-12-04 17:28:52,-3.4833,23.4333,22.03,96,96,0.2
411,La Asuncion,VE,2021-12-04 17:28:53,11.0333,-63.8628,29.85,70,29,6.69
412,Hay River,CA,2021-12-04 17:28:53,60.8156,-115.7999,-32.01,75,40,1.03
413,La Sarre,CA,2021-12-04 17:25:02,48.8002,-79.1996,-9.41,88,98,0.68
414,Yarmouth,US,2021-12-04 17:28:53,41.7057,-70.2286,6.47,54,90,3.6
415,Namatanai,PG,2021-12-04 17:28:54,-3.6667,152.4333,26.9,84,58,3.2
416,Zolotukhino,RU,2021-12-04 17:28:54,52.0842,36.3772,-4.96,93,47,2.01
417,Kulhudhuffushi,MV,2021-12-04 17:29:54,6.6221,73.07,27.95,73,31,3.13
418,Lircay,PE,2021-12-04 17:29:55,-12.9896,-74.7205,12.3,67,100,2.56
419,Nemuro,JP,2021-12-04 17:29:55,43.3236,145.575,0.65,59,100,7.92
420,Ancud,CL,2021-12-04 17:29:55,-41.8697,-73.8203,18.74,58,0,3.77
421,Bambous Virieux,MU,2021-12-04 17:29:55,-20.3428,57.7575,26.23,83,20,3.09
422,Ha Tinh,VN,2021-12-04 17:29:56,18.3333,105.9,16.17,74,57,1.72
423,Tambovka,RU,2021-12-04 17:29:56,50.0969,128.0489,-14.94,88,17,6.15
424,Garden City,US,2021-12-04 17:26:33,42.3256,-83.331,7.16,37,75,0.89
425,Iskateley,RU,2021-12-04 17:29:56,67.6803,53.1512,-16.2,94,56,3.37
426,Imbituba,BR,2021-12-04 17:29:57,-28.24,-48.6703,24.94,66,54,6.88
427,Engen,DE,2021-12-04 17:29:57,47.85,8.7667,7.69,90,100,5.09
428,Cidreira,BR,2021-12-04 17:29:57,-30.1811,-50.2056,22.88,73,68,7.97
429,Dunmore East,IE,2021-12-04 17:29:57,52.1514,-6.9861,5.38,80,20,4.12
430,Biltine,TD,2021-12-04 17:26:05,14.5333,20.9167,28.74,18,0,4.08
431,Baykit,RU,2021-12-04 17:29:58,61.67,96.37,-15.16,83,98,4.23
432,Barth,DE,2021-12-04 17:29:58,54.3635,12.7249,3.94,72,100,4.86
433,Deniliquin,AU,2021-12-04 17:29:58,-35.5333,144.9667,11.2,67,4,4.72
434,Sambava,MG,2021-12-04 17:29:59,-14.2667,50.1667,25.5,85,15,3.54
435,Petropavlovsk-Kamchatskiy,RU,2021-12-04 17:29:59,53.0452,158.6483,-1.67,100,75,0.0
436,Mirzapur,IN,2021-12-04 17:29:59,25.15,82.5833,18.98,47,12,1.91
437,Goundi,TD,2021-12-04 17:29:59,9.3627,17.366,30.85,23,13,1.53
438,Tsabong,BW,2021-12-04 17:30:00,-26.0217,22.401,23.18,64,100,4.72
439,Saint-Philippe,RE,2021-12-04 17:30:00,-21.3585,55.7679,25.77,82,36,4.65
440,Pokhara,NP,2021-12-04 17:30:00,28.2333,83.9833,15.3,63,1,1.63
441,Huilong,CN,2021-12-04 17:30:01,31.8111,121.655,10.58,56,37,1.62
442,Brae,GB,2021-12-04 17:30:01,60.3964,-1.353,2.95,69,100,11.43
443,Bembereke,BJ,2021-12-04 17:30:01,10.2283,2.6634,27.29,15,90,2.04
444,San Policarpo,PH,2021-12-04 17:30:01,12.1791,125.5072,25.52,81,85,8.35
445,Ponta Do Sol,PT,2021-12-04 17:30:02,32.6667,-17.1,19.45,59,86,4.48
446,Marystown,CA,2021-12-04 17:30:02,47.1666,-55.1483,1.59,100,95,6.26
447,Nome,US,2021-12-04 17:26:56,64.5011,-165.4064,-19.84,100,91,2.12
448,Acapulco,MX,2021-12-04 17:25:45,16.8634,-99.8901,28.9,61,1,1.54
449,Cedar City,US,2021-12-04 17:26:04,37.6775,-113.0619,8.55,60,1,0.0
450,Beira,MZ,2021-12-04 17:30:03,-19.8436,34.8389,27.48,72,0,7.11
451,Treinta Y Tres,UY,2021-12-04 17:30:04,-33.2333,-54.3833,27.18,40,92,4.82
452,San Cristobal,VE,2021-12-04 17:30:05,7.7669,-72.225,26.1,40,83,3.83
453,Curvelo,BR,2021-12-04 17:30:05,-18.7564,-44.4308,25.85,65,76,2.23
454,Zalantun,CN,2021-12-04 17:30:06,48.0,122.7167,-10.8,89,4,1.13
455,Luderitz,NA,2021-12-04 17:30:07,-26.6481,15.1594,17.12,81,2,3.5
456,Fowa,NG,2021-12-04 17:30:07,8.9167,6.4,29.91,22,70,1.61
457,Sandusky,US,2021-12-04 17:30:08,41.3501,-83.1332,6.66,76,73,2.24
458,Puro,PH,2021-12-04 17:30:08,12.4841,123.3827,24.84,78,35,7.85
459,Empoli,IT,2021-12-04 17:30:08,43.7175,10.9414,12.82,95,100,5.81
460,Ngemplak,ID,2021-12-04 17:30:08,-7.5497,110.7164,22.25,93,100,3.03
461,Mirabad,AF,2021-12-04 17:30:09,30.4362,61.8383,13.64,51,0,3.83
462,Enumclaw,US,2021-12-04 17:31:09,47.2043,-121.9915,4.02,95,100,0.83
463,Parana,AR,2021-12-04 17:31:10,-31.732,-60.5238,29.2,47,87,4.99
464,Parakou,BJ,2021-12-04 17:31:10,9.3372,2.6303,29.06,16,96,2.34
465,Sistranda,NO,2021-12-04 17:31:10,63.7256,8.834,-1.02,60,97,3.76
466,Markova,UA,2021-12-04 17:31:11,48.6758,24.4138,-7.23,84,84,2.92
467,Evensk,RU,2021-12-04 17:31:11,61.95,159.2333,-15.98,84,100,6.2
468,Puerto Del Rosario,ES,2021-12-04 17:26:38,28.5004,-13.8627,19.86,49,0,6.69
469,Araouane,ML,2021-12-04 17:31:11,18.9048,-3.5265,24.33,13,46,5.13
470,Skeldon,GY,2021-12-04 17:31:12,5.8833,-57.1333,29.03,66,81,3.27
471,Comodoro Rivadavia,AR,2021-12-04 17:31:12,-45.8667,-67.5,22.92,20,0,6.17
472,Sao Lourenco Do Sul,BR,2021-12-04 17:31:12,-31.3653,-51.9783,25.03,69,96,6.62
473,Kichmengskiy Gorodok,RU,2021-12-04 17:31:13,59.9816,45.7854,-14.51,95,100,2.86
474,Wittmund,DE,2021-12-04 17:31:13,53.5667,7.7833,5.01,97,75,3.09
475,Rawah,IQ,2021-12-04 17:31:13,34.4816,41.9093,14.14,31,100,2.57
476,Aksarayskiy,RU,2021-12-04 17:31:14,46.7924,48.0119,7.97,93,10,5.57
477,Coihaique,CL,2021-12-04 17:31:14,-45.5752,-72.0662,20.97,40,0,3.6
478,Datong,CN,2021-12-04 17:31:14,40.0936,113.2914,-1.79,35,0,1.88
479,Inirida,CO,2021-12-04 17:31:15,3.8653,-67.9239,27.03,76,97,1.2
480,Havelock,US,2021-12-04 17:31:15,34.8791,-76.9013,23.97,69,97,2.24
481,Collie,AU,2021-12-04 17:31:15,-33.3667,116.15,14.99,68,0,2.73
482,Alugan,PH,2021-12-04 17:31:16,12.2188,125.4808,25.25,82,85,8.03
483,Dunedin,NZ,2021-12-04 17:31:16,-45.8742,170.5036,12.67,66,93,1.34
484,Baghdad,IQ,2021-12-04 17:29:39,33.3406,44.4009,12.95,38,0,1.54
485,Calama,CL,2021-12-04 17:31:16,-22.4667,-68.9333,25.27,10,40,8.75
486,Hillsboro,US,2021-12-04 17:27:07,45.5229,-122.9898,8.44,92,90,1.54
487,Don Sak,TH,2021-12-04 17:31:17,9.3168,99.6918,26.15,67,49,3.4
488,Bengkulu,ID,2021-12-04 17:31:17,-3.8004,102.2655,23.89,93,100,8.12
489,Arki,IN,2021-12-04 17:31:17,31.15,76.9667,11.96,73,0,2.16
490,Bathsheba,BB,2021-12-04 17:31:18,13.2167,-59.5167,30.34,58,40,8.75
491,Harper,LR,2021-12-04 17:31:18,4.375,-7.7169,27.36,78,41,4.38
492,Shihezi,CN,2021-12-04 17:31:18,44.3,86.0333,-2.02,84,100,0.65
493,Soderhamn,SE,2021-12-04 17:31:18,61.3037,17.0592,-3.9,78,100,4.17
494,Pedernales,DO,2021-12-04 17:31:19,18.0384,-71.744,29.59,59,24,2.86
495,Srednekolymsk,RU,2021-12-04 17:31:19,67.45,153.6833,-39.14,100,59,1.47
496,Bukama,CD,2021-12-04 17:31:19,-9.2,25.85,24.62,68,34,0.52
497,Tanabe,JP,2021-12-04 17:31:20,33.7333,135.3667,5.96,77,45,5.3
498,Kananga,CD,2021-12-04 17:31:20,-5.8958,22.4178,20.51,95,86,1.49
499,Luanda,AO,2021-12-04 17:31:20,-8.8368,13.2343,25.97,82,48,5.12
500,Abaete,BR,2021-12-04 17:29:04,-19.16,-45.4458,25.85,63,92,1.57
501,Sobolevo,RU,2021-12-04 17:31:21,54.4299,31.8996,-3.57,92,98,3.86
502,Antalaha,MG,2021-12-04 17:31:21,-14.9003,50.2788,24.99,85,20,2.88
503,Akdepe,TM,2021-12-04 17:31:21,42.0551,59.3788,3.05,91,30,3.44
504,Astoria,US,2021-12-04 17:31:22,46.1879,-123.8313,9.36,96,90,3.13
505,Suoyarvi,RU,2021-12-04 17:31:22,62.0833,32.35,-15.98,89,71,4.05
506,Ambon,ID,2021-12-04 17:31:22,-3.6954,128.1814,26.51,84,100,4.44
507,Port Hedland,AU,2021-12-04 17:31:23,-20.3167,118.5667,30.03,51,18,5.14
508,Banfora,BF,2021-12-04 17:32:23,10.6333,-4.7667,30.77,15,68,2.06
509,Svetlyy,RU,2021-12-04 17:32:23,54.675,20.1347,1.03,90,99,4.26
510,Huangchuan,CN,2021-12-04 17:32:23,32.1272,115.0394,8.11,35,11,1.16
511,Kalanguy,RU,2021-12-04 17:32:24,51.0167,116.5167,-11.47,87,62,0.97
512,Shchebetovka,UA,2021-12-04 17:32:24,44.9333,35.15,9.01,91,100,1.45
513,Kenai,US,2021-12-04 17:32:00,60.5544,-151.2583,-15.48,89,1,2.57
514,Sibolga,ID,2021-12-04 17:32:25,1.7427,98.7792,25.27,89,100,1.27
515,Sterling,US,2021-12-04 17:32:25,39.0062,-77.4286,14.08,49,40,2.68
516,Batagay-Alyta,RU,2021-12-04 17:32:25,67.8006,130.4114,-33.73,100,100,1.03
517,Balkhash,KZ,2021-12-04 17:32:26,46.844,74.9804,-1.76,58,100,5.59
518,Cherskiy,RU,2021-12-04 17:32:26,68.75,161.3,-31.67,100,100,2.54
519,Tansen,NP,2021-12-04 17:32:27,27.8673,83.5467,11.47,88,0,1.54
520,Mbaiki,CF,2021-12-04 17:32:27,3.8678,17.9892,25.45,64,92,0.29
521,Mayo,US,2021-12-04 17:32:27,38.8876,-76.5119,15.23,56,1,2.24
522,Obo,CF,2021-12-04 17:32:28,5.3998,26.4869,26.42,42,46,2.11
523,Bojnurd,IR,2021-12-04 17:32:28,37.4747,57.329,1.97,87,0,1.03
524,Kangundo,KE,2021-12-04 17:32:28,-1.2979,37.3471,19.5,98,80,1.56
525,Cockburn Town,TC,2021-12-04 17:32:29,21.4612,-71.1419,26.46,74,70,8.88
526,Kununurra,AU,2021-12-04 17:27:43,-15.7667,128.7333,28.99,79,94,0.0
527,Porto Novo,BJ,2021-12-04 17:32:29,6.4965,2.6036,29.9,74,81,3.85
528,Merauke,ID,2021-12-04 17:32:29,-8.4667,140.3333,26.7,85,100,3.45
529,Horizontina,BR,2021-12-04 17:32:30,-27.6258,-54.3078,34.55,25,95,2.6
530,Bardstown,US,2021-12-04 17:32:30,37.8092,-85.4669,13.31,56,1,3.09
531,Hofn,IS,2021-12-04 17:32:31,64.2539,-15.2082,0.07,56,0,5.46
532,Abu Samrah,SY,2021-12-04 17:32:31,35.3029,37.1841,13.66,43,100,2.69
533,Egvekinot,RU,2021-12-04 17:27:33,66.3167,-179.1667,-32.24,96,24,2.5
534,Jumla,NP,2021-12-04 17:32:31,29.2747,82.1838,6.67,75,2,2.11
535,Tacoronte,ES,2021-12-04 17:32:32,28.4769,-16.4102,18.75,54,20,6.26
536,Oussouye,SN,2021-12-04 17:32:32,12.485,-16.5469,34.1,57,99,4.76
537,Chilca,PE,2021-12-04 17:32:32,-12.5211,-76.7372,21.09,81,95,3.53
538,Samarai,PG,2021-12-04 17:32:32,-10.6167,150.6667,26.96,80,99,2.7
539,Anito,PH,2021-12-04 17:32:33,12.4497,125.2886,24.33,87,92,6.88
540,Umm Lajj,SA,2021-12-04 17:32:33,25.0213,37.2685,25.27,56,0,1.6
541,Codrington,AU,2021-12-04 17:32:33,-38.2667,141.9667,6.86,85,98,1.72
542,Roebourne,AU,2021-12-04 17:32:34,-20.7833,117.1333,31.76,29,20,6.91
543,Port-Gentil,GA,2021-12-04 17:32:34,-0.7193,8.7815,27.98,83,40,7.2
544,Bosaso,SO,2021-12-04 17:32:34,11.2842,49.1816,24.71,63,0,2.97
545,Sarlat-La-Caneda,FR,2021-12-04 17:32:35,44.889,1.2166,7.37,89,60,4.75
546,Pombia,IT,2021-12-04 17:32:35,45.653,8.6336,5.28,71,90,0.51
547,Nizwa,OM,2021-12-04 17:32:35,22.9333,57.5333,20.77,48,1,1.51
548,Minusinsk,RU,2021-12-04 17:32:36,53.7103,91.6875,-3.34,64,85,4.13
549,Ponto Novo,BR,2021-12-04 17:32:36,-10.8628,-40.1336,24.57,76,99,3.23
550,Saeby,DK,2021-12-04 17:32:36,57.3319,10.5225,1.09,80,100,10.16
551,Henties Bay,NA,2021-12-04 17:32:37,-22.116,14.2845,18.25,85,0,5.66
552,Kemi,FI,2021-12-04 17:29:24,65.8596,24.8228,-19.13,84,0,3.09
553,Mayya,RU,2021-12-04 17:32:37,61.7333,130.2811,-30.38,98,100,2.97
554,Mehamn,NO,2021-12-04 17:32:37,71.0357,27.8492,-7.46,73,11,9.1
555,Tual,ID,2021-12-04 17:32:38,-5.6667,132.75,28.18,79,100,5.32
556,San Luis,AR,2021-12-04 17:31:25,-33.295,-66.3356,17.35,84,100,4.09
557,Sabang,ID,2021-12-04 17:31:27,5.8933,95.3214,27.18,77,68,4.58
558,Aykhal,RU,2021-12-04 17:31:38,66.0,111.5,-24.77,97,100,4.36
559,Sarkand,KZ,2021-12-04 17:33:38,45.41,79.9186,4.4,74,100,1.25
560,Varkaus,FI,2021-12-04 17:33:38,62.3153,27.873,-13.94,77,5,3.83
561,San Jose,US,2021-12-04 17:32:39,37.3394,-121.895,13.71,83,90,0.0
562,Port Macquarie,AU,2021-12-04 17:31:34,-31.4333,152.9167,18.98,94,90,8.23
563,Riyadh,SA,2021-12-04 17:33:15,24.6877,46.7219,17.08,28,0,2.51
564,Kitimat,CA,2021-12-04 17:29:49,54.0524,-128.6534,1.06,31,100,1.6
565,Mattru,SL,2021-12-04 17:33:39,7.6244,-11.8332,27.23,79,94,2.28
566,Nguru,NG,2021-12-04 17:33:39,12.8791,10.4526,27.74,19,24,4.4
567,Neuquen,AR,2021-12-04 17:29:17,-38.9516,-68.0591,22.94,49,75,1.54
568,Lompoc,US,2021-12-04 17:33:40,34.6391,-120.4579,13.96,84,90,1.54
