City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Belyy Yar,RU,53.6039,91.3903,-11.06,88,69,0.0,mist
347,Ortakoy,TR,38.7373,34.0387,3.14,61,0,2.63,clear sky
348,Nanortalik,GL,60.1432,-45.2371,-2.85,79,94,17.14,light snow
349,San Borja,BO,-14.8167,-66.85,24.53,91,97,1.92,overcast clouds
350,Nandurbar,IN,21.3667,74.25,23.3,60,99,0.5,overcast clouds
351,Ghatanji,IN,20.1333,78.3167,19.18,63,0,1.8,clear sky
352,Aripuana,BR,-9.1667,-60.6333,25.15,83,79,0.88,broken clouds
353,Dusti,TJ,37.3481,68.664,3.4,69,0,2.16,clear sky
354,Celestun,MX,20.8667,-90.4,26.39,56,0,4.72,clear sky
355,Coquimbo,CL,-29.9533,-71.3436,15.85,82,40,5.14,scattered clouds
356,Kupang,ID,-10.1667,123.5833,26.32,100,75,2.06,broken clouds
357,Trinidad,BO,-14.8333,-64.9,23.58,98,100,2.41,light rain
358,Kahului,US,20.8947,-156.47,24.98,81,90,2.06,moderate rain
359,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-4.01,63,75,5.0,broken clouds
360,Graaff-Reinet,ZA,-32.2522,24.5308,16.07,83,48,1.77,light rain
361,Inuvik,CA,68.3499,-133.7218,-24.58,70,20,3.6,few clouds
362,Abu Zabad,SD,12.35,29.25,22.6,24,6,5.72,clear sky
363,Tabou,CI,4.423,-7.3528,27.01,81,13,3.63,few clouds
364,Atchison,US,39.563,-95.1216,18.45,59,56,6.85,broken clouds
365,Leh,IN,34.1667,77.5833,-6.91,84,98,1.58,light snow
366,Jinxiang,CN,27.4327,120.6062,12.25,79,15,4.24,few clouds
367,Fairbanks,US,64.8378,-147.7164,-14.49,77,1,0.0,clear sky
368,Tengzhou,CN,35.0771,117.1518,4.39,55,16,1.52,few clouds
369,Miles City,US,46.4083,-105.8406,-5.27,73,75,9.26,broken clouds
370,Imeni Poliny Osipenko,RU,52.4201,136.4853,-19.39,100,98,1.11,overcast clouds
371,Sur,OM,22.5667,59.5289,22.69,71,0,2.35,clear sky
372,Itoman,JP,26.1247,127.6694,19.01,63,20,2.57,few clouds
373,Esperance,AU,-33.8667,121.9,16.95,67,84,5.38,broken clouds
374,Kieta,PG,-6.2167,155.6333,27.67,80,100,1.07,overcast clouds
375,Atar,MR,20.5169,-13.0499,21.95,15,100,4.48,overcast clouds
376,Pochutla,MX,15.7432,-96.4661,30.46,50,0,3.37,clear sky
377,Srednekolymsk,RU,67.45,153.6833,-44.84,100,71,2.14,broken clouds
378,Kavarna,BG,43.4333,28.3333,10.88,99,90,7.41,overcast clouds
379,Hobyo,SO,5.3505,48.5268,25.87,76,13,7.1,few clouds
380,Noshiro,JP,40.2039,140.0242,0.52,84,66,3.04,broken clouds
381,Rostusa,MK,41.61,20.6,6.72,96,100,2.87,overcast clouds
382,Narasannapeta,IN,18.4167,84.05,22.22,89,87,2.02,overcast clouds
383,Kisanga,TZ,-7.4362,37.7034,22.62,95,69,0.18,light rain
384,Jishou,CN,28.3167,109.7167,9.63,73,0,0.58,clear sky
385,Awjilah,LY,29.1081,21.2869,14.43,59,0,2.75,clear sky
386,Mahajanga,MG,-15.7167,46.3167,28.35,68,44,0.99,scattered clouds
387,Palencia,ES,42.4167,-4.5,5.44,77,59,4.51,broken clouds
388,Aykhal,RU,66.0,111.5,-32.55,100,100,3.22,overcast clouds
389,Port Keats,AU,-14.25,129.55,26.61,71,99,1.87,overcast clouds
390,Constantine,DZ,36.365,6.6147,6.22,77,66,9.19,broken clouds
391,Port Hedland,AU,-20.3167,118.5667,32.03,29,100,5.66,overcast clouds
392,Kajaani,FI,64.2273,27.7285,-13.97,85,0,2.57,clear sky
393,Cidreira,BR,-30.1811,-50.2056,21.05,87,50,6.46,scattered clouds
394,Merauke,ID,-8.4667,140.3333,26.98,80,100,1.5,overcast clouds
395,Clinton,US,42.587,-82.9199,3.3,87,90,0.89,moderate rain
396,Asosa,ET,10.0667,34.5333,19.03,34,4,2.0,clear sky
397,Annau,TM,37.8876,58.516,1.72,100,48,2.06,fog
398,Gao,ML,16.6362,1.637,24.66,11,26,3.88,scattered clouds
399,Praia Da Vitoria,PT,38.7333,-27.0667,15.98,81,49,2.24,scattered clouds
400,Bryant,US,34.5959,-92.4891,22.6,82,100,0.89,overcast clouds
401,Saint-Francois,FR,46.4154,3.9054,3.69,92,90,5.66,overcast clouds
402,Vanimo,PG,-2.6741,141.3028,27.94,76,95,2.65,overcast clouds
403,Noyabrsk,RU,63.1994,75.4507,-26.4,95,88,4.17,overcast clouds
404,Oruro,BO,-17.9833,-67.15,12.2,56,100,4.73,overcast clouds
405,Tsumeb,NA,-19.2333,17.7167,20.75,51,1,3.14,clear sky
406,Binga,ZW,-17.6203,27.3414,27.08,49,86,4.12,overcast clouds
407,Suoyarvi,RU,62.0833,32.35,-11.17,95,92,3.49,overcast clouds
408,Anchorage,US,61.2181,-149.9003,-4.27,87,90,1.79,overcast clouds
409,Floriano,BR,-6.7669,-43.0225,26.47,76,38,1.34,scattered clouds
410,Arman,RU,59.7,150.1667,-26.08,93,29,3.03,scattered clouds
411,Luanda,AO,-8.8368,13.2343,25.62,85,86,4.77,light rain
412,Tura,IN,25.5198,90.2201,18.76,82,100,0.88,overcast clouds
413,Dakar,SN,14.6937,-17.4441,24.49,72,100,7.92,overcast clouds
414,Kontagora,NG,10.3999,5.4695,25.51,29,62,1.88,broken clouds
415,Ereymentau,KZ,51.6199,73.1033,-4.99,87,100,4.88,overcast clouds
416,Domoni,KM,-12.2569,44.5319,26.09,87,12,3.37,few clouds
417,Gourdon,FR,44.75,1.5,4.07,93,93,3.94,overcast clouds
418,Cabedelo,BR,-6.9811,-34.8339,27.37,78,61,6.53,broken clouds
419,Severo-Kurilsk,RU,50.6789,156.125,-0.29,74,94,7.55,overcast clouds
420,Pangnirtung,CA,66.1451,-65.7125,-13.24,97,100,3.09,light snow
421,Gamba,GA,-2.65,10.0,25.53,90,100,1.54,moderate rain
422,Koumac,NC,-20.5667,164.2833,28.07,68,4,1.12,clear sky
423,Khandyga,RU,62.6667,135.6,-24.36,99,100,1.76,overcast clouds
424,Chapais,CA,49.7834,-74.8492,-18.12,99,99,1.39,overcast clouds
425,Superior,US,46.7208,-92.1041,-0.84,92,90,2.57,snow
426,Caravelas,BR,-17.7125,-39.2481,23.73,85,0,2.26,clear sky
427,Balakhninskiy,RU,58.0106,114.2769,-12.63,96,100,1.05,light snow
428,Villacarrillo,ES,38.1156,-3.0848,2.78,85,31,1.0,scattered clouds
429,Umea,SE,63.8284,20.2597,-17.04,85,0,2.06,clear sky
430,Pandamatenga,BW,-18.5278,25.627,23.45,59,100,3.13,overcast clouds
431,Bambanglipuro,ID,-7.95,110.2833,24.68,91,99,2.65,light rain
432,Port Lincoln,AU,-34.7333,135.8667,16.37,69,1,2.56,clear sky
433,Pandrup,DK,57.2215,9.6757,-0.62,86,75,3.6,broken clouds
434,Padang,ID,-0.9492,100.3543,24.56,87,99,1.7,overcast clouds
435,Indramayu,ID,-6.3264,108.32,26.3,78,99,6.08,overcast clouds
436,West Bay,KY,19.3667,-81.4167,28.37,81,99,1.34,overcast clouds
437,Iqaluit,CA,63.7506,-68.5145,-12.15,66,90,8.05,light snow
438,Tahta,EG,26.7693,31.5021,15.04,55,100,2.49,overcast clouds
439,Mercedes,AR,-34.6515,-59.4307,24.54,65,12,5.49,few clouds
440,Visby,SE,57.6409,18.296,-2.75,86,75,3.09,broken clouds
441,Corinto,GR,37.9407,22.9573,14.94,83,0,2.22,clear sky
442,Koroni,GR,36.8,21.95,14.48,74,68,4.09,broken clouds
443,Port Blair,IN,11.6667,92.75,25.73,73,21,4.72,few clouds
444,Saint Albans,GB,51.75,-0.3333,5.73,94,75,5.14,broken clouds
445,Saint-Georges,GD,12.0564,-61.7485,25.82,89,20,5.66,few clouds
446,Dehloran,IR,32.6941,47.2679,16.54,26,0,4.85,clear sky
447,Mount Isa,AU,-20.7333,139.5,24.87,65,99,5.66,overcast clouds
448,Constitucion,CL,-35.3333,-72.4167,19.08,62,6,2.11,clear sky
449,Nishihara,JP,26.1842,127.7558,18.6,64,20,2.57,few clouds
450,Stawell,AU,-37.05,142.7667,18.54,58,83,5.5,broken clouds
451,Mikhaylovka,RU,50.06,43.2379,-0.68,95,62,3.33,broken clouds
452,San-Pedro,CI,4.7485,-6.6363,26.96,83,12,3.5,few clouds
453,Jalu,LY,29.0331,21.5482,14.16,61,0,2.38,clear sky
454,Elektrenai,LT,54.7667,24.6333,-1.4,95,100,3.61,overcast clouds
455,Lillooet,CA,50.6856,-121.942,-0.58,47,84,0.37,broken clouds
456,Maceio,BR,-9.6658,-35.7353,24.69,88,75,1.03,broken clouds
457,Esso,RU,55.9333,158.7,-17.02,90,76,3.34,broken clouds
458,Waingapu,ID,-9.6567,120.2641,26.21,82,100,1.34,overcast clouds
459,Baruun-Urt,MN,46.6806,113.2792,-7.72,73,2,3.25,clear sky
460,Gohad,IN,26.4261,78.4447,19.87,50,97,1.3,overcast clouds
461,Emborion,GR,40.4833,21.55,6.47,84,98,2.26,overcast clouds
462,Cauquenes,CL,-35.9671,-72.3225,30.39,20,0,4.87,clear sky
463,Fukue,JP,32.6881,128.8419,14.03,60,100,2.31,overcast clouds
464,Yeppoon,AU,-23.1333,150.7333,24.88,71,81,6.28,broken clouds
465,Kirakira,SB,-10.4544,161.9205,27.9,82,99,4.13,overcast clouds
466,Nuevitas,CU,21.5453,-77.2644,25.69,83,100,5.03,overcast clouds
467,Haines Junction,CA,60.7522,-137.5108,-17.8,99,100,0.82,overcast clouds
468,Tiarei,PF,-17.5333,-149.3333,30.01,74,69,7.16,broken clouds
469,Tampilisan,PH,8.0167,122.6833,22.76,90,84,2.69,broken clouds
470,Moyale,KE,3.5167,39.0584,20.33,52,12,5.21,few clouds
471,Namibe,AO,-15.1961,12.1522,22.55,62,2,3.87,clear sky
472,Kavieng,PG,-2.5744,150.7967,28.14,80,95,2.57,moderate rain
473,Mattru,SL,7.6244,-11.8332,24.67,88,51,1.61,broken clouds
474,Santa Marta,CO,11.2408,-74.199,28.21,79,31,6.27,scattered clouds
475,Ukiah,US,39.1502,-123.2078,25.24,42,1,2.57,clear sky
476,Behshahr,IR,36.6923,53.5526,13.03,37,30,2.42,scattered clouds
477,Cuamba,MZ,-14.8031,36.5372,25.88,46,93,3.24,overcast clouds
478,Issoire,FR,45.55,3.25,3.59,95,99,4.39,light rain
479,Krasnoselkup,RU,65.7,82.4667,-37.56,100,31,1.43,scattered clouds
480,Laela,TZ,-8.5667,32.05,18.4,69,78,0.6,broken clouds
481,Scarborough,GB,54.2797,-0.4044,5.5,87,55,1.56,broken clouds
482,Vung Tau,VN,10.346,107.0843,24.1,80,100,0.79,overcast clouds
483,Znamenskoye,RU,57.1281,73.8282,-1.0,94,100,3.66,overcast clouds
484,Berlevag,NO,70.8578,29.0864,-2.0,63,0,12.86,clear sky
485,Paraiso,CR,9.8383,-83.8656,23.48,79,34,2.36,scattered clouds
486,Thinadhoo,MV,0.5333,72.9333,27.55,79,100,8.07,overcast clouds
487,Lorengau,PG,-2.0226,147.2712,29.49,75,60,7.31,broken clouds
488,Maralal,KE,1.0968,36.698,14.48,83,100,2.87,overcast clouds
489,Antalaha,MG,-14.9003,50.2788,23.27,89,8,2.7,light rain
490,Kishni,IN,27.0247,79.2634,20.48,50,98,3.92,overcast clouds
491,Marzuq,YE,14.4,46.4667,15.86,40,4,0.84,clear sky
492,Dingle,PH,10.9995,122.6711,21.73,91,40,3.12,scattered clouds
493,Ostrovnoy,RU,68.0531,39.5131,-12.91,74,83,9.79,broken clouds
494,Malindi,KE,-3.2175,40.1191,26.34,77,100,4.07,overcast clouds
495,Taylors,US,34.9204,-82.2962,15.6,65,90,1.79,overcast clouds
496,Izumo,JP,35.3667,132.7667,-0.06,93,20,3.09,few clouds
497,Melilla,ES,35.2937,-2.9383,15.21,67,20,11.32,few clouds
498,Kuandian,CN,40.7286,124.7847,-0.14,92,100,1.08,overcast clouds
499,Tuatapere,NZ,-46.1333,167.6833,12.68,53,87,2.9,overcast clouds
500,Haian,CN,32.5436,120.45,7.21,90,0,2.53,clear sky
501,Veraval,IN,20.9,70.3667,22.57,60,0,5.05,clear sky
502,Slave Lake,CA,55.2834,-114.769,-14.11,61,40,4.86,scattered clouds
503,Kuryk,KZ,43.2,51.65,5.79,67,93,4.46,overcast clouds
504,Zaria,NG,11.1113,7.7227,22.56,24,49,4.06,scattered clouds
505,De Aar,ZA,-30.6497,24.0123,15.99,52,4,4.99,clear sky
506,Menzelinsk,RU,55.7271,53.1026,-4.5,79,100,3.88,overcast clouds
507,Sembe,CG,1.6481,14.5806,23.91,77,83,0.82,broken clouds
508,Tamuin,MX,21.9833,-98.75,28.22,57,43,3.46,scattered clouds
509,Jacqueville,CI,5.2052,-4.4146,28.95,81,4,5.29,clear sky
510,Mount Gambier,AU,-37.8333,140.7667,16.48,48,88,2.73,overcast clouds
511,Uige,AO,-7.6087,15.0613,19.95,98,100,1.26,overcast clouds
512,Sinnamary,GF,5.3833,-52.95,25.55,88,100,3.59,light rain
513,Alpena,US,45.0617,-83.4327,0.1,95,90,5.81,snow
514,Mbanza-Ngungu,CD,-5.25,14.8667,21.19,92,90,0.44,overcast clouds
515,Alofi,NU,-19.0595,-169.9187,25.92,83,78,8.38,light rain
516,Komsomolets,KZ,53.7453,62.0708,-2.64,95,100,1.0,overcast clouds
517,Araouane,ML,18.9048,-3.5265,18.08,14,63,4.98,broken clouds
518,Liverpool,GB,53.4106,-2.9779,4.69,90,75,0.0,broken clouds
519,Camacha,PT,33.0833,-16.3333,17.42,59,40,6.69,scattered clouds
520,Kimbe,PG,-5.5502,150.1429,27.23,79,92,1.13,overcast clouds
521,Svetlyy,RU,54.675,20.1347,-1.97,92,100,6.47,overcast clouds
522,Asau,RO,46.4333,26.4,1.09,82,92,1.7,overcast clouds
523,Hay River,CA,60.8156,-115.7999,-26.02,70,1,2.06,clear sky
524,Luau,AO,-10.7073,22.2247,17.68,91,60,1.83,light rain
525,Vestmannaeyjar,IS,63.4427,-20.2734,7.3,81,100,8.25,overcast clouds
526,Grand-Santi,GF,4.25,-54.3833,23.61,98,86,1.1,overcast clouds
527,Huangmei,CN,30.1924,116.025,8.53,48,0,0.85,clear sky
528,Neulengbach,AT,48.1974,15.9022,3.83,92,100,0.89,light rain
529,Barcelona,ES,41.3888,2.159,9.83,53,0,0.45,clear sky
530,Partenit,UA,44.578,34.3446,6.78,86,76,1.68,broken clouds
531,Loandjili,CG,-4.7561,11.8578,26.14,88,100,1.73,overcast clouds
532,Mariental,NA,-24.6333,17.9667,19.78,37,0,8.53,clear sky
533,Xining,CN,36.6167,101.7667,-3.9,43,3,0.12,clear sky
534,Kaduqli,SD,11.0167,29.7167,24.6,29,6,3.48,clear sky
535,Vaasa,FI,63.096,21.6158,-26.99,76,0,0.51,clear sky
536,Aviles,ES,43.5547,-5.9248,11.07,86,75,2.68,broken clouds
537,Fort Worth,US,32.7254,-97.3208,25.21,65,40,1.34,scattered clouds
538,Luganville,VU,-15.5333,167.1667,28.79,71,26,3.11,scattered clouds
539,Maputo,MZ,-25.9653,32.5892,25.13,90,98,2.01,overcast clouds
540,Hofn,IS,64.2539,-15.2082,5.12,92,100,13.73,heavy intensity rain
541,Beloha,MG,-25.1667,45.05,22.74,91,0,2.18,clear sky
542,Pulivendla,IN,14.4167,78.2333,23.69,72,4,0.62,clear sky
543,Marawi,PH,7.9986,124.2928,17.58,96,100,0.79,overcast clouds
544,Olinda,BR,-8.0089,-34.8553,26.85,83,40,2.57,scattered clouds
545,Tunceli,TR,39.1083,39.5471,0.48,63,9,2.37,clear sky
546,Ahuimanu,US,21.4447,-157.8378,22.84,78,75,4.63,light rain
547,Kinsale,IE,51.7075,-8.5306,7.35,87,75,2.57,light rain
548,Bam,IR,29.106,58.357,12.16,40,7,1.22,clear sky
549,Paita,PE,-5.0892,-81.1144,22.31,79,90,8.28,overcast clouds
550,Inhambane,MZ,-23.865,35.3833,25.58,81,0,5.45,clear sky
551,Shitanjing,CN,39.2342,106.3439,-2.82,40,2,2.87,clear sky
552,Quincy,US,42.2529,-71.0023,5.81,52,75,0.45,broken clouds
553,Muhos,FI,64.808,25.9931,-16.73,98,27,1.46,scattered clouds
554,North Bend,US,43.4065,-124.2243,12.91,85,1,3.6,clear sky
555,Varhaug,NO,58.6147,5.6457,-1.73,63,88,9.74,overcast clouds
556,Weymouth,US,42.2209,-70.9398,5.68,52,75,0.45,broken clouds
557,Sechura,PE,-5.5569,-80.8222,22.86,64,98,7.22,overcast clouds
558,Walvis Bay,NA,-22.9575,14.5053,16.53,72,0,1.54,clear sky
559,Calvinia,ZA,-31.4707,19.776,12.6,83,13,2.25,few clouds
560,Okhotsk,RU,59.3833,143.3,-25.11,88,19,4.75,few clouds
561,Acopiara,BR,-6.0953,-39.4525,30.13,40,58,1.18,broken clouds
562,Halifax,CA,44.6453,-63.5724,-0.73,77,63,1.34,broken clouds
563,Tiruchchendur,IN,8.4833,78.1167,26.9,78,60,1.6,broken clouds
564,Katobu,ID,-4.9408,122.5276,24.43,89,94,1.97,overcast clouds
565,Te Anau,NZ,-45.4167,167.7167,9.59,70,76,2.32,broken clouds
566,Winnemucca,US,40.973,-117.7357,14.03,28,1,3.6,clear sky
567,Saint-Pierre,RE,-21.3393,55.4781,24.8,76,0,3.09,clear sky
568,Schneeberg,DE,50.6,12.6333,0.54,89,100,0.38,overcast clouds
569,San Ramon,US,37.7799,-121.978,19.43,75,1,1.54,haze
570,Mlonggo,ID,-6.5333,110.7,23.07,82,100,5.58,overcast clouds
571,Krasnoshchekovo,RU,51.6708,82.7289,-6.83,91,100,1.71,overcast clouds
572,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,8.07,61,7,7.48,clear sky
573,Khotyn,UA,48.4833,26.5,3.98,91,85,1.59,overcast clouds
574,Seoul,KR,37.5683,126.9778,0.69,54,0,1.07,clear sky
575,Price,US,39.5994,-110.8107,14.51,18,1,4.12,clear sky
576,Chernyshevskiy,RU,63.0128,112.4714,-38.6,100,21,1.33,few clouds
577,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,24.82,95,94,1.32,overcast clouds
578,Jumla,NP,29.2747,82.1838,4.73,85,63,1.41,broken clouds
579,Dzilam Gonzalez,MX,21.2833,-88.9333,27.48,53,0,3.15,clear sky
580,Eureka,US,40.8021,-124.1637,14.82,87,63,0.45,broken clouds
581,Neuquen,AR,-38.9516,-68.0591,30.2,15,0,5.21,clear sky
582,Show Low,US,34.2542,-110.0298,16.15,25,1,1.54,clear sky
583,Castro Marim,PT,37.2207,-7.4435,12.99,70,0,6.84,clear sky
584,Venice,US,27.0998,-82.4543,25.59,70,1,2.57,clear sky
585,Athabasca,CA,54.7169,-113.2854,-18.1,63,53,4.42,broken clouds
586,Vila,PT,42.0304,-8.1588,5.74,80,86,1.18,overcast clouds
587,Atambua,ID,-9.1061,124.8925,23.96,89,99,0.98,light rain
588,Tobetsu,JP,43.2169,141.5169,-1.95,81,6,2.43,clear sky
589,Kikerino,RU,59.4667,29.6333,-19.12,95,39,2.95,scattered clouds
590,Sajanan,TN,37.0573,9.2426,9.15,75,54,11.46,broken clouds
591,Nouadhibou,MR,20.931,-17.0347,19.99,56,35,4.63,dust
592,La Peca,PE,-5.6111,-78.435,23.29,76,96,0.61,overcast clouds
593,Takoradi,GH,4.8845,-1.7554,27.22,83,58,4.47,broken clouds
594,Nelson Bay,AU,-32.7167,152.15,21.16,62,100,3.35,overcast clouds
595,Progress,US,40.2851,-76.8314,8.85,42,90,3.58,overcast clouds
596,Shangrao,CN,28.4532,117.9686,7.3,82,0,1.17,clear sky
597,Mahina,PF,-17.5065,-149.489,29.87,62,40,8.75,scattered clouds
598,Hambantota,LK,6.1241,81.1185,25.03,89,9,3.11,clear sky
599,Westport,US,41.1415,-73.3579,7.66,59,1,0.89,clear sky
600,Camalu,MX,30.85,-116.0667,22.46,63,2,4.85,clear sky
601,Vostok,RU,46.4856,135.8833,-7.84,93,41,2.65,scattered clouds
602,Lasa,IT,46.6166,10.7002,-2.51,93,97,2.39,overcast clouds
603,Shubarshi,KZ,48.5872,57.1869,-1.12,74,100,3.32,overcast clouds
604,Choma,ZM,-16.8065,26.9531,22.59,38,68,2.17,broken clouds
605,Redmond,US,47.674,-122.1215,7.06,87,97,0.89,overcast clouds
606,College,US,64.8569,-147.8028,-14.5,78,75,2.06,broken clouds
607,Seydisehir,TR,37.4193,31.8453,5.02,88,0,2.23,clear sky
608,Stranda,NO,62.3096,6.9358,2.1,76,98,0.45,overcast clouds
609,Lazarev,RU,52.225,141.5131,-9.62,81,100,3.99,overcast clouds
610,Voi,KE,-3.3945,38.563,22.07,88,100,1.18,light rain
611,San Angelo,US,31.4638,-100.437,25.74,62,75,1.34,broken clouds
612,Pyaozerskiy,RU,65.8333,31.1667,-19.71,97,67,1.8,broken clouds
613,Pacific Grove,US,36.6177,-121.9166,24.06,79,1,1.79,haze
614,Stromness,GB,58.965,-3.296,4.14,59,73,6.53,broken clouds
615,Lagoa,PT,39.05,-27.9833,17.31,75,80,5.33,broken clouds
616,Kinloss,GB,57.6349,-3.5701,2.0,83,40,1.54,scattered clouds
617,Torata,PE,-17.0769,-70.8433,16.75,57,99,2.85,light rain
618,Machiques,VE,10.0644,-72.545,29.49,63,75,4.05,broken clouds
619,Maumere,ID,-8.6199,122.2111,26.01,82,100,1.84,overcast clouds
620,Karoi,ZW,-16.8099,29.6925,22.74,36,2,1.9,clear sky
621,Lata,PT,40.1629,-8.3327,12.12,94,49,1.3,scattered clouds
622,Pedasi,PA,7.5333,-80.0333,28.93,80,99,3.37,overcast clouds
623,Samarai,PG,-10.6167,150.6667,28.07,75,99,3.75,overcast clouds
624,Horodyshche,UA,49.2849,31.4451,0.66,83,100,3.5,overcast clouds
625,Denpasar,ID,-8.65,115.2167,26.81,83,75,8.75,heavy intensity rain
626,Bosaso,SO,11.2842,49.1816,23.68,69,6,1.64,clear sky
627,Boende,CD,-0.2167,20.8667,22.33,89,100,0.89,overcast clouds
628,Labytnangi,RU,66.6572,66.4183,-28.07,92,47,3.53,scattered clouds
629,Vieques,PR,18.425,-65.8329,28.02,83,40,3.6,scattered clouds
630,Huarmey,PE,-10.0681,-78.1522,20.39,82,100,4.55,overcast clouds
631,Witu,KE,-2.3889,40.4382,27.09,85,94,2.7,overcast clouds
632,Sorong,ID,-0.8833,131.25,26.93,83,95,1.66,overcast clouds
633,Bandarbeyla,SO,9.4942,50.8122,24.63,64,5,7.34,clear sky
634,Aioi,JP,34.8036,134.4681,6.91,82,43,1.63,scattered clouds
635,Barabai,ID,-2.5833,115.3833,23.1,98,100,0.9,overcast clouds
636,Petrolina,BR,-9.3986,-40.5008,25.03,78,75,8.19,moderate rain
637,Garoua,CM,9.3,13.4,27.81,23,65,1.45,broken clouds
638,Axim,GH,4.8699,-2.2405,27.0,83,52,3.99,broken clouds
639,Tokat,TR,40.4167,36.5833,2.17,67,13,2.75,few clouds
640,Jinchang,CN,38.4953,102.1739,-2.07,41,41,2.44,scattered clouds
641,Alyangula,AU,-13.8483,136.4192,29.23,67,93,2.32,overcast clouds
642,Sao Felipe,BR,-14.8167,-41.3833,22.29,86,88,2.12,overcast clouds
643,Sinop,TR,41.7711,34.8709,8.68,81,21,4.84,few clouds
644,Churapcha,RU,62.0025,132.4325,-23.7,93,100,3.63,overcast clouds
645,Bhola,BD,22.6833,90.65,21.0,97,100,3.7,overcast clouds
646,Tual,ID,-5.6667,132.75,27.99,78,99,6.5,overcast clouds
647,La Paz Centro,NI,12.34,-86.6753,33.01,43,13,4.87,few clouds
648,Mitsamiouli,KM,-11.3847,43.2844,27.2,77,23,4.91,few clouds
649,Oconomowoc,US,43.1117,-88.4993,1.9,98,90,0.0,light snow
650,Rio Grande,BR,-32.035,-52.0986,21.64,78,26,5.53,scattered clouds
651,Abu Dhabi,AE,24.4667,54.3667,22.2,72,20,0.51,few clouds
652,Freetown,SL,8.484,-13.2299,27.84,69,75,2.57,haze
653,Sola,VU,-13.8833,167.55,28.37,79,90,0.0,overcast clouds
654,Ariquemes,BR,-9.9133,-63.0408,24.22,98,99,0.53,overcast clouds
655,Monze,ZM,-16.2833,27.4833,25.18,30,44,1.47,scattered clouds
656,Shenkursk,RU,62.1091,42.896,-13.46,97,96,1.77,overcast clouds
657,Katherine,AU,-14.4667,132.2667,25.18,88,100,2.06,overcast clouds
658,Matara,LK,5.9485,80.5353,24.15,90,80,1.98,light rain
659,Buala,SB,-8.145,159.5921,27.05,86,100,5.04,moderate rain
660,Fairfield,US,41.2668,-73.3162,6.55,57,1,2.06,clear sky
661,Magistralnyy,RU,56.1725,107.4458,-6.21,94,100,3.88,light snow
662,Yumen,CN,40.2833,97.2,-3.82,51,21,9.0,few clouds
663,Nizwa,OM,22.9333,57.5333,17.66,60,2,1.62,clear sky
664,Papara,BR,-3.9839,-38.7273,29.29,79,8,2.47,clear sky
665,Nysa,PL,50.4738,17.3344,3.1,93,100,1.88,overcast clouds
666,Bethlehem,BR,-1.4558,-48.5044,24.02,88,75,2.06,broken clouds
667,Husavik,IS,66.0449,-17.3389,5.95,73,100,12.0,moderate rain
668,Damietta,EG,31.4165,31.8133,17.52,71,34,4.01,scattered clouds
669,Pacifica,US,37.6138,-122.4869,20.15,78,40,0.89,mist
670,Puerto Del Rosario,ES,28.5004,-13.8627,18.86,72,40,10.29,scattered clouds
671,Najran,SA,17.4924,44.1277,13.78,37,0,0.67,clear sky
672,Ishigaki,JP,24.3448,124.1572,22.43,60,54,7.06,broken clouds
673,Newport Beach,US,33.6189,-117.9289,25.95,70,1,0.89,haze
674,Ilhabela,BR,-23.7781,-45.3581,22.85,91,87,3.75,overcast clouds
675,Nola,IT,40.922,14.5329,10.92,89,100,0.75,overcast clouds
676,Gat,IL,31.61,34.7642,16.33,59,15,3.65,few clouds
677,Ola,RU,59.5833,151.2833,-24.06,92,71,3.01,broken clouds
678,Neiafu,TO,-18.65,-173.9833,26.38,94,90,8.74,light rain
679,Amapa,BR,1.0,-52.0,22.94,98,93,1.04,overcast clouds
680,Broome,US,42.2506,-75.833,5.0,61,90,0.45,overcast clouds
681,Takaka,NZ,-40.85,172.8,15.87,99,100,5.56,overcast clouds
682,Shuangcheng,CN,45.35,126.2833,-6.55,90,99,3.34,overcast clouds
683,Grand Island,US,40.925,-98.342,9.08,40,1,2.68,clear sky
684,Joensuu,FI,62.6012,29.7632,-7.73,86,0,4.12,clear sky
685,Maxixe,MZ,-23.8597,35.3472,25.31,81,0,5.05,clear sky
686,Yenagoa,NG,4.9247,6.2642,25.5,89,100,2.23,overcast clouds
687,Lubaczow,PL,50.157,23.1234,0.29,98,100,1.38,overcast clouds
688,Miranda,CO,3.2499,-76.2281,27.07,92,86,0.12,overcast clouds
